College,StudentID,Session,Engagement,Performance,Cognitive_Load,AI_Assistance_Level
College 4,College4_005,10,0.777,75.62,23.08,0.41
College 4,College4_006,1,0.747,84.85,70.95,0.506
College 4,College4_006,2,0.694,77.55,58.58,0.506
College 4,College4_006,3,0.717,82.21,46.5,0.506
College 4,College4_006,4,0.682,76.27,44.87,0.506
College 4,College4_006,5,0.692,75.84,35.29,0.506
College 4,College4_006,6,0.628,72.01,30.66,0.506
College 4,College4_006,7,0.653,73.19,26.85,0.506
College 4,College4_006,8,0.703,70.5,28.78,0.506
College 4,College4_006,9,0.698,77.55,26.92,0.506
College 4,College4_006,10,0.751,78.69,23.18,0.506
College 4,College4_007,1,0.703,79.41,72.79,0.557
College 4,College4_007,2,0.675,74.55,56.55,0.557
College 4,College4_007,3,0.7,76.63,46.54,0.557
College 4,College4_007,4,0.588,72.61,40.81,0.557
College 4,College4_007,5,0.613,70.12,32.81,0.557
College 4,College4_007,6,0.583,72.64,32,0.557
College 4,College4_007,7,0.642,80.6,26.81,0.557
College 4,College4_007,8,0.657,72,28.78,0.557
College 4,College4_007,9,0.721,82.7,29.95,0.557
College 4,College4_007,10,0.643,80.51,22.55,0.557
College 4,College4_008,1,0.542,66.37,79.64,0.26
College 4,College4_008,2,0.539,63.17,62.52,0.26
College 4,College4_008,3,0.478,64.49,53.42,0.26
College 4,College4_008,4,0.487,58.25,47.5,0.26
College 4,College4_008,5,0.509,66.08,38.82,0.26
College 4,College4_008,6,0.436,65.71,35.36,0.26
College 4,College4_008,7,0.479,59.14,32.17,0.26
College 4,College4_008,8,0.515,59.63,31.13,0.26
College 4,College4_008,9,0.571,74.63,29.12,0.26
College 4,College4_008,10,0.535,64.24,26.13,0.26
College 4,College4_009,1,0.757,74.32,72.94,0.247
College 4,College4_009,2,0.702,69.66,58.07,0.247
College 4,College4_009,3,0.686,82.53,45.96,0.247
College 4,College4_009,4,0.692,81.07,46.38,0.247
College 4,College4_009,5,0.555,62.8,37.14,0.247
College 4,College4_009,6,0.642,77.69,31.85,0.247
College 4,College4_009,7,0.643,69.81,31.24,0.247
College 4,College4_009,8,0.711,74.97,30.54,0.247
College 4,College4_009,9,0.725,74.83,26.5,0.247
College 4,College4_009,10,0.695,71.11,27.87,0.247
College 4,College4_010,1,0.587,72.57,78.51,0.7
College 4,College4_010,2,0.577,69.23,59.97,0.7
College 4,College4_010,3,0.555,77.33,48.58,0.7
College 4,College4_010,4,0.443,70.64,44.61,0.7
College 4,College4_010,5,0.484,66.36,36.35,0.7
College 4,College4_010,6,0.53,72.84,30.76,0.7
College 4,College4_010,7,0.521,72.62,25.84,0.7
College 4,College4_010,8,0.581,75.71,27.57,0.7
College 4,College4_010,9,0.565,65.67,27.1,0.7
College 4,College4_010,10,0.571,76.72,23.24,0.7
College 4,College4_011,1,0.671,69.31,71.88,0.393
College 4,College4_011,2,0.667,74.16,59.43,0.393
College 4,College4_011,3,0.614,72,52.8,0.393
College 4,College4_011,4,0.603,71.82,44.08,0.393
College 4,College4_011,5,0.552,72.43,36.75,0.393
College 4,College4_011,6,0.532,71.95,33.68,0.393
College 4,College4_011,7,0.592,68.19,28.92,0.393
College 4,College4_011,8,0.645,70.51,28.23,0.393
College 4,College4_011,9,0.679,70.32,26.52,0.393
College 4,College4_011,10,0.618,74.55,27.14,0.393
College 4,College4_012,1,0.717,81.32,70.49,0.52
College 4,College4_012,2,0.73,77.62,56.15,0.52
College 4,College4_012,3,0.696,81.46,46.89,0.52
College 4,College4_012,4,0.695,76.43,37.25,0.52
College 4,College4_012,5,0.594,70.39,36.87,0.52
College 4,College4_012,6,0.66,80.12,33.47,0.52
College 4,College4_012,7,0.714,75.38,24.63,0.52
College 4,College4_012,8,0.742,72.92,28.55,0.52
College 4,College4_012,9,0.799,79.07,23.57,0.52
College 4,College4_012,10,0.685,78.51,25.9,0.52
College 4,College4_013,1,0.54,63.32,76.54,0.697
College 4,College4_013,2,0.563,66.29,60.07,0.697
College 4,College4_013,3,0.64,79.37,47.01,0.697
College 4,College4_013,4,0.482,73.17,40.71,0.697
College 4,College4_013,5,0.446,64.99,35.1,0.697
College 4,College4_013,6,0.519,73.05,31.15,0.697
College 4,College4_013,7,0.474,73.86,28.81,0.697
College 4,College4_013,8,0.568,79.68,26.98,0.697
College 4,College4_013,9,0.648,75.16,24.62,0.697
College 4,College4_013,10,0.51,60.7,27.09,0.697
College 4,College4_014,1,0.62,74.45,77.36,0.301
College 4,College4_014,2,0.627,65.5,62.06,0.301
College 4,College4_014,3,0.519,67.69,55.88,0.301
College 4,College4_014,4,0.534,63.77,41.34,0.301
College 4,College4_014,5,0.459,62.22,37.56,0.301
College 4,College4_014,6,0.497,67.41,34.16,0.301
College 4,College4_014,7,0.53,68.93,32.17,0.301
College 4,College4_014,8,0.62,76.25,31.51,0.301
College 4,College4_014,9,0.608,70.04,27.2,0.301
College 4,College4_014,10,0.538,68.44,23.12,0.301
College 4,College4_015,1,0.661,78.8,75.62,0.701
College 4,College4_015,2,0.616,76.86,58.47,0.701
College 4,College4_015,3,0.584,65.7,45.64,0.701
College 4,College4_015,4,0.481,68.15,38.55,0.701
College 4,College4_015,5,0.488,63.46,37.39,0.701
College 4,College4_015,6,0.503,73.25,31.26,0.701
College 4,College4_015,7,0.587,76.55,27.23,0.701
College 4,College4_015,8,0.612,70.94,27.48,0.701
College 4,College4_015,9,0.59,70.49,23.53,0.701
College 4,College4_015,10,0.594,71.89,27.24,0.701
College 4,College4_016,1,0.618,78.28,71.49,0.633
College 4,College4_016,2,0.638,71.41,60.71,0.633
College 4,College4_016,3,0.641,74.21,46.61,0.633
College 4,College4_016,4,0.562,72.8,40.66,0.633
College 4,College4_016,5,0.556,74.14,34.27,0.633
College 4,College4_016,6,0.556,63.24,28.69,0.633
College 4,College4_016,7,0.609,70.18,28.19,0.633
College 4,College4_016,8,0.572,70.75,27.82,0.633
College 4,College4_016,9,0.598,76.04,22.85,0.633
College 4,College4_016,10,0.643,85.27,25.92,0.633
College 4,College4_017,1,0.846,89.37,70.08,0.452
College 4,College4_017,2,0.832,82.55,57.67,0.452
College 4,College4_017,3,0.754,67.62,45.88,0.452
College 4,College4_017,4,0.789,81.41,38.53,0.452
College 4,College4_017,5,0.767,77.62,36.77,0.452
College 4,College4_017,6,0.757,78.28,28.31,0.452
College 4,College4_017,7,0.747,76.66,29,0.452
College 4,College4_017,8,0.799,83.72,23.49,0.452
College 4,College4_017,9,0.822,85.98,26.98,0.452
College 4,College4_017,10,0.768,80.23,23.33,0.452
College 4,College4_018,1,0.702,74.71,70.52,0.425
College 4,College4_018,2,0.698,70.04,60.02,0.425
College 4,College4_018,3,0.634,72.35,46.6,0.425
College 4,College4_018,4,0.613,76.3,42.68,0.425
College 4,College4_018,5,0.623,75.03,34.98,0.425
College 4,College4_018,6,0.639,78.61,30.11,0.425
College 4,College4_018,7,0.66,72.76,29.9,0.425
College 4,College4_018,8,0.735,82.69,21.93,0.425
College 4,College4_018,9,0.721,75.9,22.28,0.425
College 4,College4_018,10,0.658,79.76,24.33,0.425
College 4,College4_019,1,0.272,61.22,90.84,0.309
College 4,College4_019,2,0.244,51.56,69.52,0.309
College 4,College4_019,3,0.31,49.7,58.81,0.309
College 4,College4_019,4,0.222,58.4,51.9,0.309
College 4,College4_019,5,0.235,51.66,41.76,0.309
College 4,College4_019,6,0.195,49.43,36.04,0.309
College 4,College4_019,7,0.216,45.73,34.91,0.309
College 4,College4_019,8,0.289,63.06,28.09,0.309
College 4,College4_019,9,0.283,50.68,29.08,0.309
College 4,College4_019,10,0.227,53.52,28.64,0.309
College 4,College4_020,1,0.596,72.25,73.43,0.698
College 4,College4_020,2,0.594,70.65,64.26,0.698
College 4,College4_020,3,0.548,68.6,50.17,0.698
College 4,College4_020,4,0.463,66.23,40.76,0.698
College 4,College4_020,5,0.509,71.4,37.42,0.698
College 4,College4_020,6,0.551,66.54,36.1,0.698
College 4,College4_020,7,0.529,69.22,25.77,0.698
College 4,College4_020,8,0.599,73.78,26.29,0.698
College 4,College4_020,9,0.548,67.23,20.65,0.698
College 4,College4_020,10,0.581,80.3,24.86,0.698
College 4,College4_021,1,0.689,77.42,70.4,0.266
College 4,College4_021,2,0.693,76.94,62.58,0.266
College 4,College4_021,3,0.655,72.28,47.02,0.266
College 4,College4_021,4,0.643,68.01,45.6,0.266
College 4,College4_021,5,0.634,68.6,37.05,0.266
College 4,College4_021,6,0.654,69.9,33.94,0.266
College 4,College4_021,7,0.68,71.99,32.06,0.266
College 4,College4_021,8,0.691,74.85,26.93,0.266
College 4,College4_021,9,0.731,78.43,28.27,0.266
College 4,College4_021,10,0.696,73.78,19.89,0.266
College 4,College4_022,1,0.482,61.7,80.29,0.788
College 4,College4_022,2,0.464,70.59,59.69,0.788
College 4,College4_022,3,0.459,72.72,51.8,0.788
College 4,College4_022,4,0.429,66.85,43.73,0.788
College 4,College4_022,5,0.445,74.88,33.45,0.788
College 4,College4_022,6,0.403,69.44,30.07,0.788
College 4,College4_022,7,0.483,71.89,31.34,0.788
College 4,College4_022,8,0.533,76.19,26.75,0.788
College 4,College4_022,9,0.541,73.58,21.28,0.788
College 4,College4_022,10,0.479,59.47,22.01,0.788
College 4,College4_023,1,0.443,56.23,81.03,0.405
College 4,College4_023,2,0.455,55,65.6,0.405
College 4,College4_023,3,0.427,64.65,55.05,0.405
College 4,College4_023,4,0.428,65.26,45.92,0.405
College 4,College4_023,5,0.37,68.96,45.14,0.405
College 4,College4_023,6,0.39,62.24,32.82,0.405
College 4,College4_023,7,0.462,68.11,28.24,0.405
College 4,College4_023,8,0.451,63.56,28.51,0.405
College 4,College4_023,9,0.475,66.6,24.43,0.405
College 4,College4_023,10,0.466,71.68,23.32,0.405
College 4,College4_024,1,0.695,71.32,70.59,0.086
College 4,College4_024,2,0.671,76.65,62.64,0.086
College 4,College4_024,3,0.685,77.87,53.68,0.086
College 4,College4_024,4,0.579,73.2,45.62,0.086
College 4,College4_024,5,0.553,64.62,41.27,0.086
College 4,College4_024,6,0.617,73.54,35.18,0.086
College 4,College4_024,7,0.633,65.55,34.75,0.086
College 4,College4_024,8,0.661,66.98,29.93,0.086
College 4,College4_024,9,0.71,63.41,28.16,0.086
College 4,College4_024,10,0.637,76.23,26.07,0.086
College 4,College4_025,1,0.693,77.55,70.06,0.483
College 4,College4_025,2,0.662,69.91,59.19,0.483
College 4,College4_025,3,0.608,75.89,44.71,0.483
College 4,College4_025,4,0.609,65.14,38.29,0.483
College 4,College4_025,5,0.577,68.49,35.9,0.483
College 4,College4_025,6,0.579,69.87,30.94,0.483
College 4,College4_025,7,0.645,71.32,33.2,0.483
College 4,College4_025,8,0.648,71.74,30.85,0.483
College 4,College4_025,9,0.645,81.34,23.98,0.483
College 4,College4_025,10,0.655,70.9,25.76,0.483
College 4,College4_026,1,0.616,73.78,71.71,0.443
College 4,College4_026,2,0.706,78.84,58.35,0.443
College 4,College4_026,3,0.681,69.67,49.65,0.443
College 4,College4_026,4,0.587,69.02,38.65,0.443
College 4,College4_026,5,0.552,63.89,36.69,0.443
College 4,College4_026,6,0.594,67.55,36.06,0.443
College 4,College4_026,7,0.635,75.21,30.08,0.443
College 4,College4_026,8,0.617,69.26,27.08,0.443
College 4,College4_026,9,0.634,71.76,24.89,0.443
College 4,College4_026,10,0.582,64.13,26.8,0.443
College 4,College4_027,1,0.662,66.39,76.22,0.504
College 4,College4_027,2,0.645,79.41,66.76,0.504
College 4,College4_027,3,0.628,70.57,46.74,0.504
College 4,College4_027,4,0.558,74.81,42.57,0.504
College 4,College4_027,5,0.534,73.36,34.8,0.504
College 4,College4_027,6,0.564,65.29,31.19,0.504
College 4,College4_027,7,0.56,65.9,27.98,0.504
College 4,College4_027,8,0.623,83.33,25.12,0.504
College 4,College4_027,9,0.617,79.81,25.8,0.504
College 4,College4_027,10,0.588,71.38,21.86,0.504
College 4,College4_028,1,0.712,75.4,70.86,0.483
College 4,College4_028,2,0.695,78.93,55.23,0.483
College 4,College4_028,3,0.694,70.74,45.94,0.483
College 4,College4_028,4,0.693,80.68,42.06,0.483
College 4,College4_028,5,0.676,69.38,35.67,0.483
College 4,College4_028,6,0.676,72.57,31.41,0.483
College 4,College4_028,7,0.633,69.31,30.47,0.483
College 4,College4_028,8,0.758,71.92,27.7,0.483
College 4,College4_028,9,0.679,75.77,28.21,0.483
College 4,College4_028,10,0.733,85.05,23.37,0.483
College 4,College4_029,1,0.649,66.45,72.83,0.285
College 4,College4_029,2,0.679,81.78,60.64,0.285
College 4,College4_029,3,0.669,72.84,50.83,0.285
College 4,College4_029,4,0.52,66,45.26,0.285
College 4,College4_029,5,0.512,68.24,35.99,0.285
College 4,College4_029,6,0.601,73.75,33.93,0.285
College 4,College4_029,7,0.593,73.31,34.8,0.285
College 4,College4_029,8,0.62,75.04,31.03,0.285
College 4,College4_029,9,0.611,67.83,29.7,0.285
College 4,College4_029,10,0.604,68.85,25.78,0.285
College 4,College4_030,1,0.596,75.37,76.59,0.398
College 4,College4_030,2,0.627,73.81,62.61,0.398
College 4,College4_030,3,0.587,71.63,53.91,0.398
College 4,College4_030,4,0.519,62.81,45.81,0.398
College 4,College4_030,5,0.556,64.39,40.22,0.398
College 4,College4_030,6,0.529,69.1,36.32,0.398
College 4,College4_030,7,0.629,66.82,31.02,0.398
College 4,College4_030,8,0.557,66.94,28.3,0.398
College 4,College4_030,9,0.598,72.91,28.36,0.398
College 4,College4_030,10,0.588,66.51,26.9,0.398
College 4,College4_031,1,0.585,80.1,78.46,0.765
College 4,College4_031,2,0.577,76,59.44,0.765
College 4,College4_031,3,0.569,70.42,49.62,0.765
College 4,College4_031,4,0.504,70.79,37.62,0.765
College 4,College4_031,5,0.472,69.82,36.69,0.765
College 4,College4_031,6,0.426,63.06,30.11,0.765
College 4,College4_031,7,0.509,69.02,28.55,0.765
College 4,College4_031,8,0.555,71.81,26.48,0.765
College 4,College4_031,9,0.623,82.12,22.82,0.765
College 4,College4_031,10,0.558,64.41,22.16,0.765
College 4,College4_032,1,0.746,75.76,71.44,0.571
College 4,College4_032,2,0.78,75.17,56.08,0.571
College 4,College4_032,3,0.712,76.88,47.12,0.571
College 4,College4_032,4,0.733,78.2,41.81,0.571
College 4,College4_032,5,0.612,73.68,32.67,0.571
College 4,College4_032,6,0.702,76.12,29.29,0.571
College 4,College4_032,7,0.726,80.92,27.37,0.571
College 4,College4_032,8,0.693,75.36,21.92,0.571
College 4,College4_032,9,0.835,75.54,25.08,0.571
College 4,College4_032,10,0.724,77.68,20.08,0.571
College 4,College4_033,1,0.777,73.94,67.71,0.111
College 4,College4_033,2,0.82,83.4,59.52,0.111
College 4,College4_033,3,0.751,62.01,48.66,0.111
College 4,College4_033,4,0.704,74.37,41.25,0.111
College 4,College4_033,5,0.7,72.77,36.92,0.111
College 4,College4_033,6,0.696,65.7,33.92,0.111
College 4,College4_033,7,0.721,74.78,33.73,0.111
College 4,College4_033,8,0.787,78.42,24.91,0.111
College 4,College4_033,9,0.761,77.69,27.08,0.111
College 4,College4_033,10,0.734,63.53,26.95,0.111
College 4,College4_034,1,0.771,80.17,68.81,0.713
College 4,College4_034,2,0.749,77.94,55,0.713
College 4,College4_034,3,0.706,80.16,46.06,0.713
College 4,College4_034,4,0.67,75.83,38.19,0.713
College 4,College4_034,5,0.645,79.09,34.36,0.713
College 4,College4_034,6,0.679,73.95,27.05,0.713
College 4,College4_034,7,0.741,80.66,25.78,0.713
College 4,College4_034,8,0.75,83.62,25.3,0.713
College 4,College4_034,9,0.783,74.12,28.12,0.713
College 4,College4_034,10,0.691,86.71,23.25,0.713
College 4,College4_035,1,0.892,79.96,67.36,0.427
College 4,College4_035,2,0.975,81.16,49.19,0.427
College 4,College4_035,3,0.984,92.95,43.91,0.427
College 4,College4_035,4,0.858,73.77,37.54,0.427
College 4,College4_035,5,0.804,79.61,34.49,0.427
College 4,College4_035,6,0.84,94.55,27.86,0.427
College 4,College4_035,7,0.892,84.38,23.63,0.427
College 4,College4_035,8,0.948,82.43,25.66,0.427
College 4,College4_035,9,0.922,85.52,24.62,0.427
College 4,College4_035,10,0.958,87.19,26.09,0.427
College 4,College4_036,1,0.832,83.15,66.6,0.603
College 4,College4_036,2,0.846,86.69,54.37,0.603
College 4,College4_036,3,0.761,77.92,42.48,0.603
College 4,College4_036,4,0.73,88.71,35.62,0.603
College 4,College4_036,5,0.758,88.07,34.2,0.603
College 4,College4_036,6,0.736,79.19,28.53,0.603
College 4,College4_036,7,0.829,84.89,25.29,0.603
College 4,College4_036,8,0.865,90.41,23.98,0.603
College 4,College4_036,9,0.867,84.45,25.44,0.603
College 4,College4_036,10,0.872,82.64,21.91,0.603
College 4,College4_037,1,0.75,73.06,73.99,0.18
College 4,College4_037,2,0.7,69.37,59.52,0.18
College 4,College4_037,3,0.711,74.28,53.6,0.18
College 4,College4_037,4,0.598,67.05,42.3,0.18
College 4,College4_037,5,0.635,67.1,36.28,0.18
College 4,College4_037,6,0.645,66.58,34.23,0.18
College 4,College4_037,7,0.679,69.49,31.14,0.18
College 4,College4_037,8,0.691,77.39,30.53,0.18
College 4,College4_037,9,0.612,66.69,25.69,0.18
College 4,College4_037,10,0.653,69.14,28.64,0.18
College 4,College4_038,1,0.642,82.99,73.66,0.232
College 4,College4_038,2,0.629,73.52,60.05,0.232
College 4,College4_038,3,0.592,78.42,52.22,0.232
College 4,College4_038,4,0.569,73.51,40.52,0.232
College 4,College4_038,5,0.549,68,36.65,0.232
College 4,College4_038,6,0.567,69.02,37.8,0.232
College 4,College4_038,7,0.62,70.08,29.73,0.232
College 4,College4_038,8,0.636,63.98,31.72,0.232
College 4,College4_038,9,0.591,68.99,28.17,0.232
College 4,College4_038,10,0.59,73.72,22.51,0.232
College 4,College4_039,1,0.567,71.11,73.9,0.477
College 4,College4_039,2,0.619,72.86,61.28,0.477
College 4,College4_039,3,0.604,70.36,49.36,0.477
College 4,College4_039,4,0.512,60.16,44.99,0.477
College 4,College4_039,5,0.533,70.62,39.65,0.477
College 4,College4_039,6,0.535,76.72,34.69,0.477
College 4,College4_039,7,0.603,73.77,30.63,0.477
College 4,College4_039,8,0.576,73.13,27.42,0.477
College 4,College4_039,9,0.56,72.28,23.95,0.477
College 4,College4_039,10,0.556,71.37,29.1,0.477
College 4,College4_040,1,0.737,77.23,67.83,0.496
College 4,College4_040,2,0.745,80.07,56.19,0.496
College 4,College4_040,3,0.7,85.6,47.17,0.496
College 4,College4_040,4,0.729,70.73,36.32,0.496
College 4,College4_040,5,0.641,76.95,37.64,0.496
College 4,College4_040,6,0.684,72.09,31.45,0.496
College 4,College4_040,7,0.646,73.96,29.24,0.496
College 4,College4_040,8,0.777,78.92,29.28,0.496
College 4,College4_040,9,0.782,78.42,23.89,0.496
College 4,College4_040,10,0.725,77.55,25.28,0.496
College 4,College4_041,1,0.704,70.06,72.77,0.266
College 4,College4_041,2,0.734,79.77,57.37,0.266
College 4,College4_041,3,0.63,66.77,48.88,0.266
College 4,College4_041,4,0.685,69.26,43.3,0.266
College 4,College4_041,5,0.636,67.64,35.88,0.266
College 4,College4_041,6,0.608,73.08,33.35,0.266
College 4,College4_041,7,0.7,71.67,27.47,0.266
College 4,College4_041,8,0.694,68.48,29.55,0.266
College 4,College4_041,9,0.696,71.57,30.16,0.266
College 4,College4_041,10,0.697,73.87,30.97,0.266
College 4,College4_042,1,0.516,66.19,79.96,0.401
College 4,College4_042,2,0.542,65.29,62.65,0.401
College 4,College4_042,3,0.489,63.59,49.94,0.401
College 4,College4_042,4,0.452,64.38,47.01,0.401
College 4,College4_042,5,0.425,58.9,38.43,0.401
College 4,College4_042,6,0.427,61.21,37.8,0.401
College 4,College4_042,7,0.522,65.42,26.72,0.401
College 4,College4_042,8,0.537,76.7,29.3,0.401
College 4,College4_042,9,0.54,57.22,31.06,0.401
College 4,College4_042,10,0.529,67.09,25.28,0.401
College 4,College4_043,1,0.578,62.09,72.03,0.201
College 4,College4_043,2,0.679,64.38,60.01,0.201
College 4,College4_043,3,0.661,76.82,54.95,0.201
College 4,College4_043,4,0.541,68.81,49.06,0.201
College 4,College4_043,5,0.567,67.87,39.24,0.201
College 4,College4_043,6,0.585,66.59,33.75,0.201
College 4,College4_043,7,0.609,67.3,29.22,0.201
College 4,College4_043,8,0.626,65.9,30.16,0.201
College 4,College4_043,9,0.689,71.31,31.01,0.201
College 4,College4_043,10,0.619,61.38,25.61,0.201
College 4,College4_044,1,0.589,65.44,74.82,0.327
College 4,College4_044,2,0.611,70.88,64.5,0.327
College 4,College4_044,3,0.647,69.8,47.63,0.327
College 4,College4_044,4,0.6,76.21,40.96,0.327
College 4,College4_044,5,0.558,65.44,39.49,0.327
College 4,College4_044,6,0.506,60.43,34.23,0.327
College 4,College4_044,7,0.586,61.03,33.31,0.327
College 4,College4_044,8,0.599,70.1,28.41,0.327
College 4,College4_044,9,0.68,71.61,25.05,0.327
College 4,College4_044,10,0.599,64.51,25.13,0.327
College 4,College4_045,1,0.519,63.93,74.49,0.418
College 4,College4_045,2,0.544,66.1,63.65,0.418
College 4,College4_045,3,0.578,68.68,52.16,0.418
College 4,College4_045,4,0.512,67.03,43.92,0.418
College 4,College4_045,5,0.474,66.45,36.19,0.418
College 4,College4_045,6,0.473,50.7,34.93,0.418
College 4,College4_045,7,0.542,65.34,29.16,0.418
College 4,College4_045,8,0.541,66.95,28.24,0.418
College 4,College4_045,9,0.584,76.49,29.7,0.418
College 4,College4_045,10,0.525,63.5,24.29,0.418
College 4,College4_046,1,0.899,80.12,65.96,0.716
College 4,College4_046,2,0.931,97.21,51.75,0.716
College 4,College4_046,3,0.957,86.24,38.47,0.716
College 4,College4_046,4,0.816,79.63,36.12,0.716
College 4,College4_046,5,0.782,86.75,33.03,0.716
College 4,College4_046,6,0.857,84.17,26.07,0.716
College 4,College4_046,7,0.88,86.52,27.53,0.716
College 4,College4_046,8,0.933,91.06,25.49,0.716
College 4,College4_046,9,0.97,95.12,26.72,0.716
College 4,College4_046,10,0.897,86.18,21.43,0.716
College 4,College4_047,1,0.45,61.97,78.34,0.372
College 4,College4_047,2,0.358,62,64.29,0.372
College 4,College4_047,3,0.418,61.57,54.09,0.372
College 4,College4_047,4,0.369,59.53,45.8,0.372
College 4,College4_047,5,0.384,62.65,41.33,0.372
College 4,College4_047,6,0.354,57.28,31.35,0.372
College 4,College4_047,7,0.412,68.21,32.76,0.372
College 4,College4_047,8,0.503,65.72,29.1,0.372
College 4,College4_047,9,0.496,68.49,26.22,0.372
College 4,College4_047,10,0.465,70.46,25.1,0.372
College 4,College4_048,1,0.482,63.56,81.9,0.702
College 4,College4_048,2,0.548,65.23,61.89,0.702
College 4,College4_048,3,0.477,69.96,48.78,0.702
College 4,College4_048,4,0.405,65.91,40.24,0.702
College 4,College4_048,5,0.41,71.65,36.88,0.702
College 4,College4_048,6,0.469,69.08,29.5,0.702
College 4,College4_048,7,0.47,66.55,28.84,0.702
College 4,College4_048,8,0.504,69.72,28.01,0.702
College 4,College4_048,9,0.562,72.77,28.55,0.702
College 4,College4_048,10,0.442,60.22,26.31,0.702
College 4,College4_049,1,0.623,80.58,76.4,0.216
College 4,College4_049,2,0.731,68.14,61.45,0.216
College 4,College4_049,3,0.592,71.55,52.75,0.216
College 4,College4_049,4,0.551,71.63,46.85,0.216
College 4,College4_049,5,0.603,72.85,38.67,0.216
College 4,College4_049,6,0.595,68.12,35.15,0.216
College 4,College4_049,7,0.582,67.2,33.05,0.216
College 4,College4_049,8,0.67,74.1,27.64,0.216
College 4,College4_049,9,0.705,77.14,27.44,0.216
College 4,College4_049,10,0.632,73.01,26.26,0.216
College 4,College4_050,1,0.523,71.25,76.89,0.602
College 4,College4_050,2,0.563,78.24,59.74,0.602
College 4,College4_050,3,0.549,77.3,49.75,0.602
College 4,College4_050,4,0.446,58.42,44.2,0.602
College 4,College4_050,5,0.45,68.57,36.53,0.602
College 4,College4_050,6,0.465,66.21,30.7,0.602
College 4,College4_050,7,0.501,69.17,27.58,0.602
College 4,College4_050,8,0.569,70.04,26.49,0.602
College 4,College4_050,9,0.567,72.02,26.1,0.602
College 4,College4_050,10,0.528,70.37,27.31,0.602
College 5,College5_001,1,0.826,77.32,68.08,0.372
College 5,College5_001,2,0.812,80.54,55.37,0.372
College 5,College5_001,3,0.779,76.16,47.07,0.372
College 5,College5_001,4,0.733,75.39,37.66,0.372
College 5,College5_001,5,0.715,83.9,34.63,0.372
College 5,College5_001,6,0.714,74.6,32.86,0.372
College 5,College5_001,7,0.786,80.55,29.96,0.372
College 5,College5_001,8,0.794,81.6,26.16,0.372
College 5,College5_001,9,0.862,78.51,25.68,0.372
College 5,College5_001,10,0.83,77.66,22.52,0.372
College 5,College5_002,1,0.672,76.38,73.95,0.147
College 5,College5_002,2,0.709,66.75,61.83,0.147
College 5,College5_002,3,0.654,73.25,48.74,0.147
College 5,College5_002,4,0.64,69.21,45.52,0.147
College 5,College5_002,5,0.562,67.42,41.81,0.147
College 5,College5_002,6,0.605,72.92,38.51,0.147
College 5,College5_002,7,0.69,67.73,37.35,0.147
College 5,College5_002,8,0.688,68.39,27.47,0.147
College 5,College5_002,9,0.703,65.37,33.13,0.147
College 5,College5_002,10,0.685,70.11,25.41,0.147
College 5,College5_003,1,0.646,75.91,75.62,0.809
College 5,College5_003,2,0.666,80.47,57.28,0.809
College 5,College5_003,3,0.631,72.84,46.58,0.809
College 5,College5_003,4,0.582,74.83,38.25,0.809
College 5,College5_003,5,0.548,74,35.11,0.809
College 5,College5_003,6,0.593,68.83,31.52,0.809
College 5,College5_003,7,0.658,80.12,28.13,0.809
College 5,College5_003,8,0.692,84.63,26.87,0.809
College 5,College5_003,9,0.628,75.66,24.13,0.809
College 5,College5_003,10,0.677,83.99,24.82,0.809
College 5,College5_004,1,0.754,71.89,66.81,0.108
College 5,College5_004,2,0.73,76.87,59.3,0.108
College 5,College5_004,3,0.785,74.16,50.58,0.108
College 5,College5_004,4,0.764,73.61,41.24,0.108
College 5,College5_004,5,0.673,75.48,40.28,0.108
College 5,College5_004,6,0.749,73.27,35.76,0.108
College 5,College5_004,7,0.726,72.15,33.12,0.108
College 5,College5_004,8,0.751,79.41,28.9,0.108
College 5,College5_004,9,0.752,81.33,24.3,0.108
College 5,College5_004,10,0.793,79.33,27.74,0.108
College 5,College5_005,1,0.75,80.57,71.68,0.75
College 5,College5_005,2,0.738,83.56,60.36,0.75
College 5,College5_005,3,0.662,82.41,46.45,0.75
College 5,College5_005,4,0.706,81.56,36.91,0.75
College 5,College5_005,5,0.623,75.94,33.89,0.75
College 5,College5_005,6,0.598,80.41,29.17,0.75
College 5,College5_005,7,0.712,78.31,28.04,0.75
College 5,College5_005,8,0.764,86,26.82,0.75
College 5,College5_005,9,0.71,78.27,26.87,0.75
College 5,College5_005,10,0.668,79.26,23.56,0.75
College 5,College5_006,1,0.549,61.71,75.03,0.279
College 5,College5_006,2,0.539,70.84,62.58,0.279
College 5,College5_006,3,0.479,68.14,47.62,0.279
College 5,College5_006,4,0.504,68.65,45.72,0.279
College 5,College5_006,5,0.372,56.99,37.8,0.279
College 5,College5_006,6,0.386,57.35,35.8,0.279
College 5,College5_006,7,0.465,58.56,29.13,0.279
College 5,College5_006,8,0.574,68.97,30.09,0.279
College 5,College5_006,9,0.509,61.39,27.26,0.279
College 5,College5_006,10,0.482,59.78,29.72,0.279
College 5,College5_007,1,0.781,77.35,70.23,0.498
College 5,College5_007,2,0.783,84.75,56.85,0.498
College 5,College5_007,3,0.716,75.11,43.81,0.498
College 5,College5_007,4,0.668,78.14,41.77,0.498
College 5,College5_007,5,0.603,66.26,32.93,0.498
College 5,College5_007,6,0.68,76.5,31.19,0.498
